IND,LAT,LON,DBH_2022,HEIGHT,SOIL_RESP,Family,Genus,Species
7855,-2.5977885,-60.2071744,24,4.2,,Annonaceae,Duguetia,flagellaris
7856,-2.5977903,-60.2071548,48,9.2,,na,na,na
7857,-2.5977781,-60.2071533,24,3.79,,Chrysobalanaceae,Licania,rodriguesii
7859,-2.5977822,-60.2071784,33,6.73,,Lecythidaceae,Eschweilera,grandiflora
7860,-2.5977654,-60.207177,46,9.14,,Clusiaceae,Tovomita,sp.1
7861,-2.5977629,-60.2071822,53,10.08,,Sapotaceae,Pouteria,retinervis
7862,-2.597772,-60.2071854,65,11.34,,Fabaceae,Bocoa,viridiflora
7863,-2.597774,-60.207186,26,5.93,,Sapindaceae,Talisia,sp.2
7864,-2.5977958,-60.2072005,37,6.59,,Moraceae,Naucleopsis,caloneura
7865,-2.5977831,-60.2072011,30,4.45,,Annonaceae,Duguetia,flagellaris
7866,-2.5977798,-60.207209,52,10.01,,Chrysobalanaceae,Licania,sp.2
7867,-2.597791,-60.2072198,32,6.67,,Violaceae,Paypayrola,grandiflora
7869,-2.597785,-60.2072401,54,8.28,,Violaceae,Paypayrola,grandiflora
7870,-2.5977823,-60.2072486,44,4.33,,Annonaceae,Duguetia,flagellaris
7871,-2.5977748,-60.2072311,34,5.18,,Fabaceae,Inga,laurina
7872,-2.5977566,-60.2072175,54,6,,Rubiaceae,Margaritopsis,podocephala
7874,-2.5977418,-60.2071714,63,5.29,,Lecythidaceae,Couratari,guianensis
7875,-2.5977473,-60.2071633,98,15.36,,Burseraceae,Protium,hebetatum
7877,-2.5977349,-60.2071574,24,4.36,,Myrtaceae,Myrcia,fallax
7878,-2.5977229,-60.2071609,24,4.58,,Olacaceae,Ptychopetalum,olacoides
7880,-2.5977177,-60.2071949,31,5.47,,Burseraceae,Protium,altsonii
7881,-2.597718,-60.2071941,30,5.13,,Euphorbiaceae,Dodecastigma,amazonicum
7882,-2.5977143,-60.2072056,74,16.15,,Sapotaceae,Pouteria,cuspidata
7883,-2.5977146,-60.2072151,83,13.13,,Burseraceae,Protium,strumosum
7885,-2.597725,-60.2072052,28,3.37,,Malpighiaceae,Pterandra,arborea
7886,-2.5976882,-60.2072289,30,4.19,,Annonaceae,Duguetia,flagellaris
7887,-2.5976863,-60.2072236,35,5.29,,Violaceae,Amphirrhox,longifolia
7888,-2.5976865,-60.2072115,38,7.68,,Burseraceae,Dacryodes,cuspidata
7889,-2.5976969,-60.2072028,38,5.95,,Melastomataceae,Henriettea,caudata
7891,-2.5976977,-60.2071658,31,5.64,,Lauraceae,Aniba,williamsii
7892,-2.5976871,-60.2071694,95,15.11,,Lauraceae,Aniba,terminalis
7893,-2.5976866,-60.2071699,29,6.39,,Fabaceae,Tachigali,myrmecophila
7894,-2.5976762,-60.2071732,31,7.54,,Sapotaceae,Pouteria,ambelaniifolia
7895,-2.5976803,-60.2071615,22,5.95,,Burseraceae,Protium,giganteum
7896,-2.5976718,-60.2071488,109,14.44,,Lauraceae,Ocotea ,cujumary
7897,-2.5976561,-60.2071723,75,11.19,,Lecythidaceae,Eschweilera,wachenheimii
7898,-2.597654,-60.2071658,39,6.82,,Melastomataceae,Miconia,punctata
7899,-2.5976417,-60.2071655,30,5.95,,Lauraceae,Ocotea ,scabrella
